Year,Make,Model,Seller,Location,VIN,Mileage,BodyStyle,Engine,Drivetrain,Transmission,ExteriorColor,InteriorColor,TitleStatus,SellerType,Price,Reserve,Horsepower,Torque
1993,Infiniti,J30,ThePhotographersGarage,"Martinez, CA 94553",JNKAY21DXPM012118,"111,400",Sedan,3.0L V6,Rear-wheel drive,Automatic (4-Speed),Green,Beige,Clean (CA),Private Party,"$3,400",No reserve,"[('210', '')]",['193']
1997,Toyota,Land Cruiser,merkurman,"Toledo, OH 43615",JT3HJ85J9V0165718,"177,100",SUV/Crossover,4.5L I-6,4WD/AWD,Automatic (4-Speed),Desert Dune/Moonglow,Tan,Clean (OH),Private Party,"$23,000",Has reserve,"[('212', '')]",['275']
1997,Lexus,LX 450,jagstar12,"Black Diamond, WA 98010",JT6HJ88J7V0161178,"170,500",SUV/Crossover,4.5L I6,4WD/AWD,Automatic (4-Speed),Cashmere Beige Metallic,Tan,Clean (WA),Private Party,"$19,999",No reserve,"[('212', '')]",['272']
1997,Lexus,LX 450,Jag993,"Costa Mesa, CA 92626",JT6HJ88J9V0153728,"167,495",SUV/Crossover,4.5L I6,4WD/AWD,Automatic (4-speed),Champagne Beige,Tan and Brown,Clean (CA),Private Party,"$19,700",Has reserve,"[('212', '')]",['215']
1997,Toyota,Land Cruiser,mikemoussa,"Euless, TX 76039",JT3HJ85J7V0186762,"233,400",SUV/Crossover,4.5L I6,4WD/AWD,Automatic (4-Speed),Moonglow Pearl,Tan,Clean (TX),Private Party,"$17,700",No reserve,"[('212', '')]",['272']
1997,Lexus,LX 450,detmich,"Troy, MI 48098",JT6HJ88J7V0182225,"227,100",SUV/Crossover,4.5L I6,4WD/AWD,Automatic (4-speed),Cashmere Beige,Ivory,Clean (MI),Private Party,"$8,600",Has reserve,"[('212', '')]",['215']
1997,Lexus,LX 450,MrJohnson,"Redmond, WA 98052",JT6HJ88J3V0173943,"193,500",SUV/Crossover,4.5L I6,4WD/AWD,Automatic (4-speed),Black Onyx,Tan,Clean (WA),Private Party,"$8,584",No reserve,"[('212', '')]",['275']
1996,Lexus,LX 450,Acorn,"Chesterfield, MO 63017",JT6HJ88J2T0149985,"184,600",SUV/Crossover,4.5L I6,4WD/AWD,Automatic (4-Speed),Dark Emerald Pearl,Tan,Clean (MO),Private Party,"$8,100",Has reserve,"[('212', '')]",['275']
2006,MINI,Cooper,sb,"Boston, MA 02130",WMWRE93536YB72022,"44,000",Hatchback,1.6L Supercharged I4,Front-wheel drive,Manual (6-speed),Thunder Blue Metallic,Black and Gray,Clean (MA),Private Party,"$17,200",No reserve,"[('214', '')]",['184']
1994,Lancia,Delta Integrale,GFMotorsports,"Fort Worth, TX 76110",ZLA831AB000585506,"62,900",Hatchback,2.0L Turbocharged I4,4WD/AWD,Manual (5-Speed),Giallo Ginestra,Black,Clean (TX),Dealer,"$57,500",Has reserve,"[('215', '')]",['229']
2001,Isuzu,VehiCROSS,Stimfig,"Buellton, CA 93427",JACCN57X517D00139,"70,400",SUV/Crossover,3.5L V6,4WD/AWD,Automatic (4-Speed),Proton Yellow,Black/Gray,Clean (CA),Dealer,"$11,000",Has reserve,"[('215', '')]",['230']
2005,Mercedes-Benz,CLK320,davesanto,"Miami, FL 33175",WDBTJ65JX5F153809,"25,300",Coupe,3.2L V6,Rear-wheel drive,Automatic (5-Speed),Brilliant Silver Metallic,Black,Clean (FL),Private Party,"$9,000",Has reserve,"[('215', '')]",['229']
2003,Dodge,Neon SRT-4,itwontstopsnowin,"Fairview, PA 16415",1B3ES66S83D229732,"89,786",Sedan,2.4L Turbocharged I4,Front-wheel drive,Manual (5-speed),Solar Yellow,Dark Slate Gray,Clean (PA),Dealer,"$8,000",Has reserve,"[('215', '')]",[]
2001,Mercedes-Benz,CLK320,Rmmcsd,"San Diego, CA 92121",WDBLJ65G31F188755,"39,600",Coupe,3.2L V6,Rear-wheel drive,Automatic (5-Speed),Black,Black,Clean (CA),Dealer,"$7,000",Has reserve,"[('215', '')]",['229']
2006,BMW,325xi,PDXBMW,"Portland, OR 97221",WBAVD13586KT78665,"62,900",Sedan,3.0L I6,4WD/AWD,Manual (6-Speed),Titanium Silver Metallic,Black,Clean (OR),Private Party,"$6,425",No reserve,"[('215', '')]",['185']
1995,Ford,Mustang,motoralong19,"Highlands Ranch, CO 80126",1FALP45T1SF242000,"49,000",Convertible,5.0L V8,Rear-wheel drive,Automatic (4-speed),Black,Gray,Clean (CO),Private Party,"$6,400",Has reserve,"[('215', '')]",['285']
2001,Mercedes-Benz,C320,OTS1000,"La Verne, CA 91750",WDBRF64J11F129132,"51,800",Sedan,3.2L V6,Rear-wheel drive,Automatic (5-Speed),Black Opal Metallic,Charcoal,Clean (CA),Private Party,"$6,100",No reserve,"[('215', '')]",['221']
2004,Chrysler,Crossfire,pheenomx,"Pinellas Park, FL 33782",1C3AN69L34X000999,"73,200",Coupe,3.2L V6,Rear-wheel drive,Automatic (5-speed),Red,Gray,Clean (FL),Dealer ($150 dealership fee),"$4,100",Has reserve,"[('215', '')]",['229']
1994,Mercedes-Benz,E320,mh_78,"Sparks, NV 89431",WDBEA52EXRC091541,"120,500",Coupe,3.2L I6,Rear-wheel drive,Automatic (4-speed),Polar White,Gray,Clean (NV),Private Party,Cancelled,Has reserve,"[('217', '')]",['229']
1986,Porsche,944,P951,"South Pasadena, CA 91030",WP0AA0956GN153897,"53,900",Coupe,2.5L Turbocharged I4,Rear-wheel drive,Manual (5-Speed),Guards Red,Black,Clean (CA),Private Party,"$15,500",Has reserve,"[('217', '')]",['243']
2004,Land Rover,Discovery,tnab,"Central Point, OR 97502",SALTY19464A862553,"154,500",SUV/Crossover,4.6L V8,4WD/AWD,Automatic (4-Speed),Java Black,Black,Clean (OR),Private Party,"$11,000",No reserve,"[('217', '')]",['300']
2003,Land Rover,Discovery,fkosarek1,"Charlotte, NC 28226",SALTY16443A792442,"87,800",SUV/Crossover,4.6L V8,4WD/AWD,Automatic (4-Speed),Zambezi Silver,Black,Clean (SC),Private Party,"$10,225",Has reserve,"[('217', '')]",['300']
2007,Pontiac,G6,Tarheel,"Richmond, VA 23220",1G2ZH36N474145151,"9,900",Convertible,3.5L V6,Front-wheel drive,Automatic (4-speed),Red,Beige,Clean (VA),Private Party,"$9,500",No reserve,"[('217', '')]",['217']
1993,Mercedes-Benz,300CE,J_BD,"Danville, CA 94506",WDBEA66E3PB880178,"143,600",Convertible,3.2L I6,Rear-wheel drive,Automatic (4-Speed),Signal Red,Beige,Clean (CA),Private Party,"$8,700",No reserve,"[('217', '')]",['229']
1993,Mercedes-Benz,300CE,mh_78,"Sparks, NV 89431",WDBEA66E6PB923198,"147,300",Convertible,3.2L I6,Rear-wheel drive,Automatic (4-Speed),Black,Beige,Clean (NV),Private Party,"$5,200",Has reserve,"[('217', '')]",['229']
1995,Mercedes-Benz,E320,nnapoliMB70,"Orange, CT 06477",WDBEA92E3SF306415,"139,900",Wagon,3.2 I6,Rear-wheel drive,Automatic (4-speed),Smoke Silver,Beige,CT Registration,Private Party,"$5,200",No reserve,"[('217', '')]",['229']
1997,Mercedes-Benz,E320,RagingBull01,"Costa Mesa, CA 92626",WDBJF55F9VJ034015,"127,100",Sedan,3.2L I6,Rear-wheel drive,Automatic (5-Speed),Brilliant Silver Metallic,Gray,Clean (CA),Private Party,"$5,000",No reserve,"[('217', '')]",['229']
1992,Mercedes-Benz,300CE,jmbrown,"San Diego, CA 92104",WDBEA51E1NB679281,"178,700",Coupe,3.0L I6,Rear-wheel drive,Automatic (4-Speed),Smoke Silver Metallic,Cream Beige,Clean (CA),Private Party,"$3,900",No reserve,"[('217', '')]",['195']
1990,Mercedes-Benz,300SE,Dragon16,"Texarkana, TX 75503",WDBCA24DXLA546157,"142,600",Sedan,3.0L I6,Rear-wheel drive,Automatic (4-speed),Arctic White,Gray,Clean (TX),Private Party,"$3,126",No reserve,"[('217', '')]",['195']
2006,Volvo,C70,mrvans,"Atlanta, GA 30345",YV1MC68296J005700,"51,900",Convertible,2.5L Turbocharged I5,Front-wheel drive,Automatic (5-Speed),Celestial Blue,Black,Clean (GA),Private Party,"$10,222",No reserve,"[('218', '')]",['236']
1997,Mitsubishi,3000GT,AbrahamR,"Riverside, CA 92507",JA3AM84J5VY004241,"124,800",Coupe,3.0L V6,Front-wheel drive,Manual (5-speed),Caracas Red,Tan,Clean (CA),Private Party,"$7,600",No reserve,"[('218', '')]",['205']
2002,Mazda,MX-5 Miata,LesClarke,"Broomfield, CO 80023",JM1NB353220231697,"35,100",Convertible,3.0L V6,Rear-wheel drive,Manual (5-Speed),Silver,Black,Clean (CO),Private Party,"$10,500",Has reserve,"[('220', ''), ('142', '')]","['221', '125']"
2018,Volkswagen,Golf GTI,Jared_Drake,"Lakeside, CA 92040",3VW547AU4JM254956,"19,000",Hatchback,2.0L I4,Front-wheel drive,Manual (6-speed),Great Falls Green,Black/plaid,Clean (CA),Private Party,"$21,790",Has reserve,"[('220', '')]",['258']
2018,Volkswagen,Golf GTI,JSSienicki,"Goshen, IN 46528",3VW547AUXJM283913,"16,200",Hatchback,2.0L Turbocharged I4,Front-wheel drive,Manual (6-speed),Night Blue Metallic,Titan Black and Clark Plaid,Clean (IN),Private Party,"$17,472",Has reserve,"[('220', '')]",['258']
1986,Porsche,944 Turbo,Gurgie,"Ottawa, ON, Canada",WP0AA0950GN153121,"129,400",Coupe,2.5L Turbocharged I4,Rear-wheel drive,Manual (5-Speed),Gray,Black,Clean (ON),Private Party,"$11,250",Has reserve,"[('220', '')]",['243']
2003,Audi,A4,Lubrify,"San Jose, CA 95131",WAUVT68E43A126468,"117,500",Wagon,3.0L V6,4WD/AWD,Manual (6-Speed),Dolphin Gray Pearl,Ebony,Clean (CA),Private Party,"$9,000",No reserve,"[('220', '')]",['221']
1986,Porsche,944 Turbo,szabon,"St. Louis, MO 63118",WP0AA0958GN153089,"210,300",Coupe,2.5L Turbocharged I4,Rear-wheel drive,Manual (5-speed),Guards Red,Black,Clean (VA),Private Party,"$8,666",Has reserve,"[('220', '')]",['243']
1986,Porsche,944 Turbo,szabon,"St. Louis, MO 63118",WP0AA0958GN153089,"210,300",Coupe,2.5L Turbocharged I4,Rear-wheel drive,Manual (5-speed),Guards Red,Black,Clean (VA),Private Party,"$7,100",Has reserve,"[('220', '')]",['243']
1997,Ford,F-150,3pedal,"Chambersburg, PA 17202",2FTDX08W4VCA59834,"166,100",Truck,4.6L V8,4WD/AWD,Automatic (4-Speed),Pacific Green Metallic,Gray,Clean (PA),Dealer,"$4,850",No reserve,"[('220', '')]",['290']
2001,Mercedes-Benz,E320,VantageAutodotcom,"Moonachie, NJ 07074",WDBJF65J11B246504,"24,100",Sedan,3.2L V6,Rear-wheel drive,Automatic (5-Speed),Travertine Beige,Beige,Clean (NJ),Dealer,"$8,100",Has reserve,"[('221', '')]",['232']
1989,Mercedes-Benz,420SEL,MERC420SEL,"Mountain House, CA 95391",WDBCA35E2KA450082,"157,100",Sedan,4.2L V8,Rear-wheel drive,Automatic (4-speed),Pajett Red,Java,Clean (CA),Private Party,"$5,100",No reserve,"[('221', '')]",['239']
1999,Mercedes-Benz,E320,VBAutosports,"Vero Beach, FL 32960",WDBJH65F9XA755051,"91,800",Wagon,3.2L V6,Rear-wheel drive,Automatic (5-Speed),Smoke Silver Metallic,Parchment,Clean (FL),Dealer,"$5,000",Has reserve,"[('221', '')]",['232']
1991,Nissan,300ZX,FloridaCarsGuy,"Beverly Hills, FL 34465",JN1RZ26H0MX501458,"46,700",Coupe,3.0L V6,Rear-wheel drive,Manual (5-Speed),White,Black,Clean (FL),Private Party,"$8,200",No reserve,"[('222', '')]",['198']
1994,Dodge,Stealth,DollyWolly,"Los Angeles, CA 90077",JB3AM54J9RY017551,"82,600",Coupe,3.0L V6,Front-wheel drive,Automatic (4-Speed),Firestorm Red,Black,Clean (CA),Private Party,"$6,200",No reserve,"[('222', '')]",['201']
1991,Jaguar,XJ,jagman23,"Surprise, AZ 85379",SAJHY1745MC640589,"39,300",Sedan,4.0L I6,Rear-wheel drive,Automatic (4-speed),Glacier White,Isis Blue,Clean,Private Party (Clean (AZ)),"$4,700",Has reserve,"[('223', '')]",['279']
1992,Ford,Escort,robg,"Alliston, ON, Canada",WF0BXXGKABNC88959,"59,100",Hatchback,2.0L Turbocharged I4,4WD/AWD,Manual (5-speed),Diamond White,Black and Gray,Clean (Canada),Private Party,"$40,000",Has reserve,"[('224', '')]",['224']
2003,BMW,Z4,Drive_My_Exotic,"Plymouth, MI 48170",4USBT53433LT21166,"27,000",Convertible,3.0L I6,Rear-wheel drive,Manual (6-Speed),Sterling Gray,Black,Clean (MI),Private Party,"$14,100",Has reserve,"[('225', '')]",['214']
2002,BMW,X5,MrJohnson,"Redmond, WA 98052",5UXFA53572LH79993,"183,400",SUV/Crossover,3.0L I6,4WD/AWD,Manual (5-speed),Titanium Silver,Imola Red,Clean (WA),Private Party,"$12,700",Has reserve,"[('225', '')]",['214']
2000,Lexus,SC 300,AmandeepSingh,"Cleveland, OH 44134",JT8CD32Z7Y1007336,"46,000",Coupe,3.0L I6,Rear-wheel drive,Automatic (4-Speed),Black Onyx,Ivory,Clean (OH),Private Party,"$12,000",Has reserve,"[('225', '')]",['220']
2003,Porsche,Boxster,akap4surf,"Newport Beach, CA 92660",WP0CA29893U620230,"69,200",Convertible,2.7L H6,Rear-wheel drive,Manual (5-Speed),Black,Black,Clean (CA),Private Party,"$11,986",Has reserve,"[('225', '')]",['192']
2004,BMW,330Ci,pcarl2386,"Beverly, MA 01915",WBABW53404PJ96308,"75,000",Convertible,3.0L I6,Rear-wheel drive,Manual (6-Speed),Orient Blue Metallic,Sand,Clean (MA),Private Party,"$11,000",No reserve,"[('225', '')]",['214']
2002,BMW,330xi,jovsingh,"Tatamy, PA 18085",WBAEW534X2PG09087,"79,900",Sedan,3.0L I6,4WD/AWD,Manual (5-speed),Steel Gray,Gray,Clean (PA),Private Party,"$9,200",No reserve,"[('225', '')]",['214']
1989,Ford,Mustang,68GT500KR,"Dallas, TX 75230",1FABP41E2KF100967,"99,000",Hatchback,5.0L V8,Rear-wheel drive,Manual (5-Speed),Gray,Gray,Clean (TX),Private Party,"$8,750",No reserve,"[('225', '')]",['300']
2001,Audi,TT,itwontstopsnowin,"Fairview, PA 16415",TRUUT28N011006368,"47,000",Convertible,1.8L Turbocharged I4,4WD/AWD,Manual (6-speed),Brilliant Black,Ebony,Clean (PA),Dealer,"$8,500",No reserve,"[('225', '')]",['207']
2002,BMW,330Ci,coastalautoconnection,"Daytona Beach, FL 32117",WBABS53422EV88775,"77,600",Convertible,3.0L I6,Rear-wheel drive,Manual (5-Speed),Jet Black,Sand Beige,Clean (FL),Dealer,"$8,350",Has reserve,"[('225', '')]",['214']
2004,BMW,330Ci,southernstemp,"Durham, NC 27705",WBABW53484PL44396,"88,500",Convertible,3.0L I6,Rear-wheel drive,Automatic (5-Speed),Alpine White,Gray,Clean (NC),Private Party,"$7,850",No reserve,"[('225', '')]",['214']
2005,BMW,330Ci,Riles46,"Thiensville, WI 53092",WBABD53405PL17409,"87,100",Coupe,3.0L I6,Rear-wheel drive,Automatic (5-Speed),Japan Red,Sand,Clean (WI),Private Party,"$7,500",No reserve,"[('225', '')]",['215']
1992,Ford,Mustang,CarViciMike,"Edina, MN 55439",1FACP44E6NF132714,"55,100",Convertible,5.0L V8,Rear-wheel drive,Automatic (4-Speed),Calypso Green,White,Clean (MN),Dealer,"$6,700",Has reserve,"[('225', '')]",['300']
1987,Pontiac,Firebird,87Firebird,"Manassas, VA 20110",1G2FS2181HL224039,"105,000",Coupe,5.7L V8,Rear-wheel drive,Automatic (4-speed),Black,Black and Gray,Clean,Private Party,"$5,950",No reserve,"[('225', '')]",['310']
2004,BMW,X5,Stawfik,"Jacksonville, FL 32246",5UXFA13534LB09224,"166,600",SUV/Crossover,3.0-Liter I6,4WD/AWD,Manual (6-speed),Titanium Silver,Grey,Clean (FL),Dealer (FL residents pay sales tax),"$5,350",Has reserve,"[('225', '')]",['214']
1998,Ford,Mustang,MHack55,"Santa Clarita, CA 91355",1FAFP45X6WF196671,"75,400",Convertible,4.6L V8,Rear-wheel drive,Automatic (4-speed),Black,Black,Clean (CA),Private Party,"$4,100",Has reserve,"[('225', '')]",['290']
1989,Lincoln,Mark VII,SoCalsportscars,"Covina, CA 91722",1LNBM93E3KY674426,"110,100",Coupe,5.0L V8,Rear-wheel drive,Automatic (4-Speed),White,Gray,Clean (CA),Dealer,"$3,100",No reserve,"[('225', '')]",['300']
1989,Mercedes-Benz,560SL,VBAutosports,"Vero Beach, FL 32960",WDBBA48D7KA102556,"66,500",Convertible,5.6L V8,Rear-wheel drive,Automatic (4-Speed),Signal Red,Palomino,Clean (FL),Dealer,"$27,250",Has reserve,"[('227', '')]",['387']
2010,Volvo,C70,Morizo,"Mountain View, CA 94043",YV1672MC9AJ092298,"95,100",Convertible,2.5L Turbocharged I5,Front-wheel drive,Manual (6-speed),Magic Blue Pearl,Calcite Cream,Clean (CA),Private Party,"$11,400",Has reserve,"[('227', '')]",['236']
2008,Subaru,WRX,vvaffle,"Metuchen, NJ 08840",JF1GH75678G810036,"61,500",Hatchback,2.5L Turbocharged Flat-4,4WD/AWD,Manual (5-Speed),Spark Silver Metallic,Black,Clean (NJ),Private Party,"$10,000",No reserve,"[('227', '')]","['60', '236']"
2005,Subaru,WRX,RayBeck,"La Mesa, CA 91942",JF1GG29635H802635,"78,100",Wagon,2.0L H4,4WD/AWD,Automatic (4-Speed),Obsidian Black Pearl,Gray,Clean (CA),Dealer,"$9,450",Has reserve,"[('227', '')]",['217']
2010,Volvo,S40,EuropeanCars,"Portland, OR 97205",YV1672MH4A2488208,"109,600",Sedan,2.5L Turbocharged I5,4WD/AWD,Manual (6-Speed),Black Stone,Black,Clean (OR),Private Party,"$8,600",No reserve,"[('227', '')]",['236']
2008,Subaru,WRX,LSGoBRRR,"Stewartsville, NJ 08886",JF1GH74608G801020,"81,700",Hatchback,2.5L Turbocharged Flat-4,4WD/AWD,Manual (5-Speed),Obsidian Black Pearl,Off Black,Clean (NJ),Private Party,"$7,700",No reserve,"[('227', '')]",['236']
1994,Mercedes-Benz,G320,MendelsGarage,"Philadelphia, PA 19124",WDB46323017098191,"153,000",SUV/Crossover,3.2L I6,4WD/AWD,Automatic (4-Speed),Brilliant Silver Metallic,Gray,Clean (PA),Dealer,"$42,500",Has reserve,"[('228', '')]",['188']
1996,Mercedes-Benz,S320,itwontstopsnowin,"Fairview, PA 16415",WDBGA32E6TA325738,"46,300",Sedan,3.2L I6,Rear-wheel drive,Automatic (5-Speed),Smoke Silver,Cream Beige,Clean (PA),Dealer,"$15,320",No reserve,"[('228', '')]",['232']
1997,Mercedes-Benz,S320,fisherman,"Warren, MI 48088",WDBGA32G0VA334441,"36,600",Sedan,3.2L I6,Rear-wheel drive,Automatic (5-Speed),Polar White,Gray,Clean (MI),Private Party,"$13,650",No reserve,"[('228', '')]",['232']
2002,BMW,530i,CKe39,"New Fairfield, CT 06812",WBADT53462CE93754,"76,100",Sedan,3.0L I6,Rear-wheel drive,Manual (5-speed),Titanium Silver Metallic,Gray ,Clean (CT),Private Party,"$13,239",Has reserve,"[('228', '')]",['221']
2007,Mercedes-Benz,SLK280,bspiegel,"Providence, RI 02903",WDBWK54F87F161900,"53,300",Convertible,3.0L V6,Rear-wheel drive,Automatic (7-Speed),Black,Black,Clean (NY),Private Party,"$11,000",Has reserve,"[('228', '')]",['221']
2002,BMW,530i,autosaloncarcompany,"Maricopa, AZ 85138",WBADT63472CK28053,"69,400",Sedan,3.0L I6,Rear-wheel drive,Automatic (5-Speed),Toledo Blue,Sand Beige,Clean (AZ),Dealer,"$9,500",Has reserve,"[('228', '')]",['221']
1982,Mercedes-Benz,500SEC,irscott11,"Tucson, AZ 85716",WDB12604412003969,"105,100 Miles Shown - TMU",Coupe,5.0L V8,Rear-wheel drive,Automatic (4-Speed),Manganese Brown Metallic,Beige,Clean (AZ),Private Party,"$8,500",Has reserve,"[('228', '')]",['299']
2008,Mercedes-Benz,C300,albanianbenz,"Roanoke, TX 76262",WDDGF54X28F055890,"132,300",Sedan,3.0L V6,Rear-wheel drive,Manual (6-Speed),Calcite White,Black,Clean (TX),Dealer,"$6,600",No reserve,"[('228', '')]",['221']
1995,Mercedes-Benz,SL320,esormik,"East Wenatchee, WA 98802",WDBFA63E5SF108775,"75,000",Convertible,3.2L I6,Rear-wheel drive,Automatic (5-speed),Imperial Red,Anthracite,Clean (WA),Private Party,"$5,252",No reserve,"[('228', '')]",['232']
1995,Mercedes-Benz,S320,TheLeftLaneJax,"Jacksonville, FL 32205",WDBGA32E8SA234209,"139,000",Sedan,3.2L I-6,Rear-wheel drive,Automatic (5-Speed),Polar White,Orion Gray,Clean (FL),Private Party,"$2,600",No reserve,"[('228', '')]",['232']
2013,Volvo,C30,imkrisp,"Seattle, WA 98118",YV1672MK8D2310088,"80,500",Hatchback,2.5L Turbocharged I5,Front-wheel drive,Manual (6-Speed),Black,Black,Clean (WA) ,Private Party,"$9,242",Has reserve,250,"['37', '273']"
1999,Lexus,LX 470,VictorG,"San Antonio, TX 78245",JT6HT00W7X0038325,"126,400",SUV/Crossover,4.7L V8,4WD/AWD,Automatic (4-Speed),Cashmere Beige Metallic,Ivory,Clean (TX),Private Party,"$16,000",Has reserve,"[('230', '')]",['320']
1999,Lexus,LX 470,TailGator,"Santa Barbara, CA 93109",JT6HT00WXX0025648,"154,200",SUV/Crossover,4.7L V8,4WD/AWD,Automatic (4-Speed),Cashmere Beige Metallic,Tan,Clean (CA),Private Party,"$13,600",Has reserve,"[('230', '')]",['320']
2009,BMW,328xi,tadpole,"Saint Joseph, MI 49085",WBAUU33589A544765,"89,500",Wagon,3.0L I-6,4WD/AWD,Manual (6-speed),Red,Tan,Clean (MI),Private Party,"$12,000",No reserve,"[('230', '')]",['200']
2011,BMW,128i,bavarian3,"Tampa, FL 33647",WBAUP7C57BVF07982,"109,200",Coupe,3.0L I6,Rear-wheel drive,Manual (6-Speed),Space Grey Metallic,Boston Black,Clean (FL),Private Party,"$11,910",No reserve,"[('230', '')]",['200']
1989,Ford,F-350,theforwardlook,"Fayetteville, GA 30215",1FTJF35G2KNB34878,"43,800",Truck,7.5L V8,Rear-wheel drive,Automatic (4-Speed),Dark Shadow Blue and Medium Silver,Crystal Blue,Clean (GA),Private Party,"$10,600",Has reserve,"[('230', '')]",['390']
1992,Subaru,SVX,itwontstopsnowin,"Fairview, PA 16415",JF1CX3533NH104199,"74,500",Coupe,3.3L Flat-6,4WD/AWD,Automatic (4-Speed),Pearl White,Charcoal,Clean (PA),Dealer,"$10,250",No reserve,"[('230', '')]",['228']
1999,Toyota,Land Cruiser,ZamTub,"Oroville, CA 95966",JT3HT05J8X0041194,"251,000",SUV/Crossover,4.7L V8,4WD/AWD,Automatic (4-Speed),Champagne Pearl,Oak,Clean (CA),Private Party,"$9,500",No reserve,"[('230', '')]",['320']
1999,Lexus,LX 470,Ferrari400i,"St. Louis, MO 63124",JT6HT00W8X0068577,"297,000",SUV/Crossover,4.7L V8,4WD/AWD,Automatic (4-speed),Smokey Topaz Mica,Tan,Clean (MO),Dealer,"$9,300",No reserve,"[('230', '')]",['320']
1999,Lexus,LX 470,pstsabqnm,"Albuquerque, NM 87102",JT6HT00W6X0075060,"259,900",SUV/Crossover,4.7L V8,4WD/AWD,Automatic (4-Speed),Riverrock Green Mica,Gray,Clean (NM),Dealer,"$8,600",No reserve,"[('230', '')]",['320']
2007,BMW,328xi,DCMotorCompany,"Milwaukie, OR 97267",WBAVT73537FV29007,"224,600",Wagon,3.0L I6,4WD/AWD,Manual (6-Speed),Alpine White,Terra,Clean (WA),Dealer,"$7,470",Has reserve,"[('230', '')]",['200']
2009,BMW,328xi,Addison,"Joppa, MD 21085",WBAUU33549A544763,"201,800",Wagon,3.0L I-6,4WD/AWD,Manual (6-speed),Alpine White,Gray,Clean (MD),Private Party,"$7,100",Has reserve,"[('230', '')]",['200']
2000,Lexus,LX 470,aftertoast75,"Richardson, TX 75081",JT6HT00W2Y0104703,"250,700",SUV/Crossover,4.7L V8,4WD/AWD,Automatic (4-speed),Gray,Gray,Clean (TX),Private Party,"$5,800",No reserve,"[('230', '')]",['320']
1997,Subaru,SVX,itwontstopsnowin,"Fairview, PA 16415",JF1CX8651VH100150,"161,000",Coupe,3.3L Flat-6,4WD/AWD,Automatic (4-Speed),Bordeaux Pearl,Beige,Clean (PA),Dealer,"$5,350",No reserve,"[('230', '')]",['228']
2009,BMW,128i,Brian56,"Brooklyn, NY 11223",WBAUP935X9VF46054,"115,200",Coupe,3.0L I6,Rear-wheel drive,Manual (6-Speed),Jet Black,Black,Clean (NY),Private Party,"$5,252",No reserve,"[('230', '')]",['200']
1992,Subaru,SVX,Pistonist_86,"Logan, UT 84321",JF1CX3535NH108643,"111,500",Coupe,3.3L Flat-6,4WD/AWD,Automatic (4-Speed),Claret and Black,Grey,CLean (UT),Private Party,"$4,800",No reserve,"[('230', '')]",['228']
2005,Mazda,RX-8,rx8_gt,"Dublin, CA 94568",JM1FE173750161146,"73,857",Coupe,1.3L Rotary,Rear-wheel drive,Manual (6-speed),Titanium Gray,Red and Black,Clean,Private Party,"$7,800",No reserve,"[('232', '')]",['159']
2004,Mazda,RX-8,smoov_crim,"Bend, OR 97701",JM1FE173940140619,"137,000",Sedan,1.3L Rotary,Rear-wheel drive,Manual (6-speed),Winning Blue Metallic ,Black and Gray,Clean (OR),Private Party,"$2,100",No reserve,"[('232', '')]",[]
2005,BMW,330Ci,jjones3891,"Scottsdale, AZ 85255",WBABW53445PL52609,"60,000",Convertible,3.0L I6,Rear-wheel drive,Automatic (5-speed),Titanium Silver Metallic,Gray,Clean (AZ),Private Party,"$11,800",No reserve,"[('235', '')]",['222']
2008,Volvo,XC70,performanceautogallery,"Gaithersburg, MD 20879",YV4BZ982981015804,"62,600",Wagon,3.2L I6,4WD/AWD,Automatic (6-Speed),Oyster Gray Metallic,Sandstone Beige,Clean (MD),Dealer,"$10,600",Has reserve,"[('235', '')]",['236']
